Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,Shots on Target,Shots on Target%,Goals per Shot,Goals per Shot on Target,Avg Shot Distance,FK Shots,Penalties,Penalites Attempted,xG,npxG,npxG per Shot,G-xG,npG-xG,Passes Completed,Passes Attempted,Passes Completed%,Total Pass Dist,Prog Pass Dist,Short Pass Cmp,Short Pass Att,Shor tPass Cmp %,Medium Pass Cmp,Medium Pass Att,Medium Pass Cmp%,Long Pass Cmp,Long Pass Att,Long Pass Cmp%,Assists,xAG,xA,A-xAG,Key Passes,Final 1/3 Cmp,Passes into Penalty Area,Crosses into Penalty Area,Prog Passes,Live Pass,Dead Pass,FK Passes,Thru Balls,Switches,Crosses,Throw In,Corners,In Swing CK,Out Swing CK,Straight CK,Passes Offside,Passes Blocked,SCA,SCA Pass Live,SCA Pass Dead,SCA Dribble,SCA Sh,SCA Fouls Drawn,SCA Def,GCA,GCA Pass Live,GCA Pass Dead,GCA Dribble,GCA Shot,GCA Fouls Drawn,GCA Def,Tackle,Tackles Won,Def 3rd Tkl,Mid 3rd Tkl,Att 3rd Tkl,Drb Tkl,Drb Past Att,Drb Tkl%,Drb Past,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Touches,Def Pen Touch,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Att Pen Touch,Live Touch,Att Drb,Succ Drb,Drb Succ%,Times Tackled,Times Tackled%,Carries,Total Carry Distance,Prog Carry Distance,Prog Carries,Carries To Fina lThird,Carries To Pen Area,Carry Mistakes,Disposesed,Received Pass,Prog Passes Rec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
Marc Martínez,es ESP,GK,Granada,es La Liga,33,1990,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,98,76.5,2109,1699,19,19,100,31,32,96.9,25,47,53.2,0,0,0,0,0,1,0,0,0,64,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,112,90,107,5,0,0,112,0,0,0,0,0,55,263,176,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Marc Roca,es ESP,MF,Betis,es La Liga,26,1996,26,24,1980,4,0.09,2,20,7,35,0.1,0.29,24.3,0,0,0,1.1,1.1,0.06,0.9,0.9,997,1193,83.6,17134,5610,473,522,90.6,387,442,87.6,99,166,59.6,2,1.4,1.7,0.6,19,120,17,0,126,1118,69,59,1,14,25,4,6,2,2,0,6,13,59,49,3,2,0,3,2,3,3,0,0,0,0,0,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20,5,0,0,48,23,1,0,0,0,147,9,22,29
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31,1992,28,28,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,1036,89.5,22797,16159,182,183,99.5,490,501,97.8,251,344,73,0,0.1,0.1,-0.1,1,9,1,0,1,818,216,53,0,1,0,0,0,0,0,0,2,2,8,7,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1080,816,1068,13,0,0,1080,0,0,0,0,0,695,3459,2503,0,0,0,1,0,609,0,3,0,0,0,1,0,0,0,0,55,4,0,100
Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29,1994,25,23,1961,7,0.18,4,46,19,41.3,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,0.4,0.2,868,1067,81.3,12805,3494,478,539,88.7,292,344,84.9,51,98,52,3,1.8,3,1.2,22,78,23,1,111,993,72,19,1,4,30,14,17,7,8,0,2,19,70,53,6,4,5,2,0,9,8,0,0,0,1,0,39,24,18,20,1,23,42,54.8,19,31,12,19,12,51,34,0,1305,69,271,694,346,56,1304,30,11,36.7,15,50,711,3258,1767,39,21,7,23,14,883,69,3,1,0,15,28,1,0,0,0,89,6,20,23.1
Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31,31,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,1496,71.1,31713,23490,163,164,99.4,505,514,98.2,395,814,48.5,0,0,0.2,0,0,42,3,0,5,1092,401,112,0,4,0,0,0,0,0,0,3,0,11,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,11,4,1570,1186,1530,40,0,0,1570,1,1,100,0,0,890,4586,2833,0,0,0,0,0,756,0,2,0,0,0,8,0,0,0,0,53,8,2,80
Marciano Tchami,gw GNB,"FW,MF",Almería,es La Liga,19,2004,6,0,43,0,0,0,1,0,0,0,0,22.7,0,0,0,0,0,0.03,0,0,14,24,58.3,162,52,12,16,75,2,4,50,0,2,0,0,0,0,0,1,0,0,0,1,22,2,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,17,9,0,28,0,0,0,0,0,12,87,24,1,1,0,1,1,16,3,0,0,0,0,0,0,0,0,0,2,4,4,50
Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,23,1999,34,34,3060,0,0,0,1,0,0,0,0,7.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1,1060,1235,85.8,21917,13487,351,355,98.9,500,513,97.5,185,337,54.9,0,0,0.1,0,0,1,0,0,0,1039,194,47,0,2,0,0,0,0,0,0,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9,3,1292,1071,1285,4,3,2,1292,2,2,100,0,0,1062,4593,2229,0,0,0,0,0,798,0,2,0,0,0,4,0,0,0,0,52,8,2,80
Marcin Listkowski,pl POL,FW,Lecce,it Serie A,25,1998,1,0,8,0,0,0,1,0,0,0,0,24.5,0,0,0,0,0,0.04,0,0,3,3,100,36,4,1,1,100,1,1,100,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,0,5,0,0,0,0,0,4,15,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Asensio,es ESP,"MF,FW",Paris S-G,fr Ligue 1,27,1996,19,13,1113,9,0.32,4,27,10,37,0.15,0.4,19.2,1,0,0,3.2,3.2,0.12,0.8,0.8,545,656,83.1,8033,2110,304,334,91,185,208,88.9,27,68,39.7,5,5.8,4.3,-0.8,33,49,22,5,71,598,55,10,6,6,52,8,31,11,10,0,3,13,52,38,10,1,1,1,1,7,5,1,0,1,0,0,12,10,4,7,1,4,13,30.8,9,7,0,7,5,17,2,0,747,6,74,323,358,38,747,22,10,45.5,10,45.5,612,3466,1413,36,36,6,13,9,586,92,0,0,0,8,10,0,0,0,0,43,2,3,40
Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32,1991,32,32,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,1100,75.1,25531,18973,95,95,100,404,404,100,325,595,54.6,0,0.1,0.1,-0.1,3,15,0,0,1,845,251,63,0,1,0,0,0,0,0,0,4,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,3,1185,988,1177,8,0,0,1185,0,0,0,0,0,838,4115,1789,0,0,0,1,0,632,0,3,1,0,1,0,0,0,1,0,35,3,1,75
Marco Brescianini,it ITA,MF,Frosinone,it Serie A,23,2000,36,24,2321,6,0.16,4,31,10,32.3,0.13,0.4,19.9,2,0,0,2.3,2.3,0.07,1.7,1.7,632,804,78.6,8979,2644,371,430,86.3,201,245,82,27,56,48.2,2,1.6,1.9,0.4,22,50,15,4,70,761,40,7,5,0,20,29,0,0,0,0,3,21,50,41,0,4,2,3,0,4,4,0,0,0,0,0,28,13,13,12,3,9,25,36,16,22,5,17,10,38,37,0,1056,46,239,533,294,57,1056,43,22,51.2,19,44.2,575,3132,1453,46,32,15,39,44,722,100,1,0,0,35,24,5,0,0,0,107,20,30,40
Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,23,2000,27,27,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,879,70.4,18321,13014,73,75,97.3,320,330,97,225,467,48.2,0,0,0,0,0,11,0,0,0,635,238,45,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,955,861,954,1,0,0,955,0,0,0,0,0,484,2512,1389,0,0,0,1,0,424,0,0,0,0,1,2,0,0,1,0,39,7,1,87.5
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25,1998,25,25,2197,1,0.04,1,7,1,14.3,0.14,1,25.1,0,0,0,0.2,0.2,0.04,0.8,0.8,930,1081,86,19543,6566,250,275,90.9,536,572,93.7,141,215,65.6,0,0.1,0.3,-0.1,1,49,4,1,59,1033,43,37,0,3,4,5,0,0,0,0,5,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,53,32,38,15,0,36,48,75,12,45,29,16,35,88,129,0,1379,234,824,541,34,4,1379,6,5,83.3,1,16.7,751,3710,1801,4,6,0,13,5,786,2,6,0,0,31,17,1,0,1,0,138,40,41,49.4
Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,34,1988,6,3,156,0,0,0,6,0,0,0,0,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5,39,62,62.9,615,177,21,25,84,11,20,55,5,12,41.7,0,0.2,0.4,-0.2,2,4,4,1,8,54,7,2,1,0,4,0,1,0,1,0,1,2,7,4,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,2,1,1,2,50,1,0,0,0,0,3,0,0,84,0,9,44,31,4,83,6,3,50,3,50,51,221,99,4,2,0,3,3,58,11,0,0,0,3,1,2,0,0,0,8,0,4,0
Marco Pellegrino,0,DF,Milan,it Serie A,0,0,1,0,68,0,0,0,1,1,100,0,0,12.9,0,0,0,0,0,0.02,0,0,43,48,89.6,753,211,19,20,95,23,23,100,1,4,25,0,0,0,0,0,2,0,0,3,46,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,2,1,1,0,1,2,2,0,55,9,33,20,2,1,55,1,0,0,1,100,41,228,153,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5,1,1,50
Marco Pellegrino,0,DF,Salernitana,it Serie A,0,0,10,5,545,0,0,0,2,0,0,0,0,11.9,0,0,0,0,0,0.02,0,0,211,256,82.4,3754,1365,83,94,88.3,112,126,88.9,16,33,48.5,0,0,0,0,1,6,0,0,7,238,18,7,0,0,1,11,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,1,5,10,50,5,11,6,5,10,18,28,0,318,46,171,136,12,5,318,2,1,50,1,50,160,719,369,0,2,0,1,2,200,1,1,0,0,3,1,0,0,1,0,15,9,18,33.3
Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34,1989,26,18,1601,14,0.34,6,42,20,47.6,0.14,0.3,14.2,8,0,0,6.5,6.5,0.16,-0.5,-0.5,588,707,83.2,8017,2071,339,374,90.6,172,202,85.1,30,46,65.2,8,5.1,3.7,2.9,36,38,20,2,64,634,70,21,6,2,32,7,19,8,9,0,3,19,69,45,7,1,8,6,2,10,4,2,0,1,2,1,37,25,20,14,3,12,27,44.4,15,17,2,15,5,42,18,0,907,31,150,404,363,77,907,21,8,38.1,10,47.6,497,2587,1275,31,33,7,42,15,633,89,2,0,0,21,21,4,0,0,0,58,13,18,41.9
Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,25,1997,20,7,717,1,0.13,1,38,9,23.7,0.03,0.11,21.2,4,0,0,1.9,1.9,0.05,-0.9,-0.9,184,291,63.2,3183,1076,91,111,82,59,98,60.2,26,58,44.8,0,1.3,2.1,-1.3,11,23,11,3,30,256,34,12,4,3,36,12,10,3,7,0,1,10,28,14,5,2,5,2,0,1,0,1,0,0,0,0,10,4,5,3,2,4,11,36.4,7,9,0,9,2,12,1,0,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53,3,0,0,10,17,3,0,0,0,37,3,19,13.6
Marco Silvestri,it ITA,GK,Udinese,it Serie A,32,1991,17,17,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0,0,0,0,2,0,0,0,301,149,44,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,0,0,5,3,488,442,488,0,0,0,488,0,0,0,0,0,250,1212,801,0,0,0,0,0,183,0,0,0,0,0,1,0,0,0,0,20,2,3,40
Marco Sportiello,it ITA,GK,Milan,it Serie A,31,1992,7,7,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,247,86.2,4909,3500,56,56,100,116,118,98.3,41,73,56.2,0,0,0,0,0,5,0,0,0,220,27,10,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,263,199,260,3,0,0,263,0,0,0,0,0,190,1070,685,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,18,0,0,0
Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,31,1991,21,18,1292,3,0.07,1,9,4,44.4,0.11,0.25,27.9,0,0,0,0.3,0.3,0.03,0.7,0.7,628,847,74.1,12126,4928,260,297,87.5,262,328,79.9,94,183,51.4,2,1.5,2.1,0.5,23,52,19,12,59,672,173,32,1,11,82,122,19,7,12,0,2,16,49,28,15,3,0,2,1,4,1,3,0,0,0,0,33,21,20,12,1,9,14,64.3,5,12,2,10,4,37,25,0,984,33,270,476,253,10,984,21,10,47.6,8,38.1,473,2266,1224,23,20,4,20,16,546,42,7,0,0,18,17,1,0,0,0,99,13,11,54.2
Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32,1990,5,3,252,0,0,0,3,2,66.7,0,0,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,180,214,84.1,2690,803,105,112,93.8,57,67,85.1,8,21,38.1,0,0.5,0.3,-0.5,5,10,3,1,14,171,43,10,0,3,15,27,6,2,2,0,0,5,8,7,1,0,0,0,0,1,1,0,0,0,0,0,5,3,2,3,0,3,4,75,1,2,0,2,4,9,6,0,246,7,59,100,89,7,246,6,3,50,2,33.3,141,766,388,11,10,2,2,3,157,33,0,0,0,7,6,0,0,0,0,14,2,4,33.3
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,28,1995,37,29,2565,10,0.21,6,30,19,63.3,0.2,0.32,15.4,0,0,0,4.1,4.1,0.14,1.9,1.9,974,1219,79.9,13597,3643,592,654,90.5,299,371,80.6,37,73,50.7,4,5.6,4.5,-1.6,26,60,36,11,106,1135,80,1,1,3,70,79,0,0,0,0,4,46,48,40,0,3,2,3,0,8,7,0,0,1,0,0,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35,0,1465,44,322,615,537,82,1465,27,11,40.7,11,40.7,839,4122,2119,71,40,20,28,18,1033,179,5,0,0,31,27,19,0,0,0,115,16,32,33.3
Marcos Peña,es ESP,MF,Almería,es La Liga,18,2005,7,4,441,0,0,0,4,1,25,0,0,28.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,188,217,86.6,2977,846,96,108,88.9,78,85,91.8,10,16,62.5,0,0,0,0,1,8,0,0,10,209,8,8,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,19,14,12,7,0,6,12,50,6,9,3,6,13,32,8,0,274,15,104,162,11,1,274,1,0,0,1,100,103,443,140,0,2,0,3,3,158,0,3,0,0,8,4,0,0,0,0,26,3,4,42.9
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,26,1997,31,26,2242,9,0.16,4,13,4,30.8,0.31,1,12.3,0,0,0,2,2,0.16,2,2,1005,1297,77.5,21763,9395,307,340,90.3,511,570,89.6,181,345,52.5,5,1.7,2.5,3.3,22,156,31,11,127,1244,47,40,4,6,25,7,0,0,0,0,6,17,49,44,0,0,2,1,2,8,8,0,0,0,0,0,55,32,28,23,4,24,56,42.9,32,50,23,27,35,90,109,1,1614,184,743,762,129,20,1614,20,11,55,8,40,910,4789,3098,31,34,3,19,11,950,4,13,0,0,41,11,0,0,0,0,164,37,40,48.1
Marcus Coco,fr FRA,"DF,FW",Nantes,fr Ligue 1,27,1996,28,18,1481,1,0.06,1,9,2,22.2,0.11,0.5,20,0,0,0,0.8,0.8,0.09,0.2,0.2,473,641,73.8,7533,2758,224,265,84.5,199,249,79.9,27,86,31.4,0,1,1.1,-1,12,40,18,8,55,561,78,3,3,1,46,75,0,0,0,0,2,15,30,26,0,1,1,2,0,2,1,0,0,1,0,0,43,26,29,10,4,28,60,46.7,32,19,1,18,21,64,38,0,831,49,208,401,231,14,831,31,12,38.7,12,38.7,539,3134,1306,28,31,1,26,11,483,65,2,0,0,23,27,0,0,0,0,77,23,21,52.3
Marcus Müller,de GER,MF,Mainz 05,de Bundesliga,20,2002,1,0,18,0,0,0,1,0,0,0,0,16,0,0,0,0.1,0.1,0.05,-0.1,-0.1,3,5,60,53,2,1,2,50,2,3,66.7,0,0,0,0,0,0.1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,3,1,75
Marcus Pedersen,no NOR,DF,Sassuolo,it Serie A,23,2000,28,16,1613,2,0,0,3,0,0,0,0,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,563,735,76.6,9376,3043,289,327,88.4,224,281,79.7,43,87,49.4,2,1.1,0.7,0.9,10,35,9,7,31,566,168,8,0,1,57,160,0,0,0,0,1,22,25,23,1,1,0,0,0,3,3,0,0,0,0,0,36,24,25,5,6,21,25,84,4,19,5,14,10,46,51,0,907,51,303,355,262,19,907,19,11,57.9,7,36.8,411,2975,1495,43,34,8,30,11,465,90,4,0,0,13,9,0,0,0,0,56,9,18,33.3
Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25,1997,33,26,2271,9,0.28,7,60,19,31.7,0.08,0.26,16.8,1,2,2,7.4,5.8,0.1,-0.4,-0.8,559,742,75.3,7674,2035,351,418,84,139,192,72.4,33,61,54.1,2,2.3,2.8,-0.3,23,34,30,1,65,708,26,0,6,4,35,16,3,0,0,0,8,18,87,57,1,16,7,6,0,12,10,0,1,0,1,0,19,12,9,4,6,9,26,34.6,17,15,1,14,4,23,21,0,1024,24,124,345,570,130,1022,109,48,44,53,48.6,689,4980,2388,95,51,64,59,38,798,184,2,0,0,13,21,12,1,0,0,81,15,26,36.6
Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24,1999,30,25,2118,7,0.13,3,53,16,30.2,0.06,0.19,20,4,0,0,3.9,3.9,0.07,-0.9,-0.9,658,920,71.5,10699,3392,358,421,85,222,282,78.7,60,142,42.3,4,5.2,4.2,-1.2,44,46,35,7,84,790,121,25,3,8,116,35,59,45,2,1,9,27,101,72,14,5,5,4,1,9,6,2,0,0,1,0,53,34,25,22,6,26,48,54.2,22,31,3,28,5,58,23,0,1246,34,182,404,686,94,1246,106,44,41.5,55,51.9,693,4995,2411,79,82,25,53,41,765,171,3,0,0,20,22,3,0,0,0,142,13,31,29.5
Marcus Thuram,fr FRA,FW,Inter,it Serie A,25,1997,35,34,2687,20,0.44,13,77,29,37.7,0.17,0.45,11.8,0,0,0,14.3,14.3,0.19,-1.3,-1.3,476,656,72.6,5687,1049,313,396,79,100,144,69.4,16,24,66.7,7,3.7,3.6,3.3,29,20,19,4,47,641,14,0,4,4,21,1,0,0,0,0,1,21,81,51,0,6,10,13,1,17,10,0,2,0,5,0,23,15,9,9,5,4,13,30.8,9,26,3,23,4,27,19,0,967,26,83,422,474,176,967,51,33,64.7,11,21.6,540,3480,1696,68,28,40,81,35,756,192,3,0,0,35,45,20,5,0,0,66,70,42,62.5
Marcão,br BRA,DF,Sevilla,es La Liga,27,1996,7,3,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,199,88.4,3272,1364,65,67,97,96,105,91.4,14,20,70,0,0.2,0.1,-0.2,1,17,0,0,12,190,6,5,0,0,0,1,0,0,0,0,3,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,9,6,5,4,0,6,10,60,4,8,6,2,4,13,11,1,237,18,108,123,7,1,237,3,1,33.3,1,33.3,129,783,542,3,5,0,3,0,165,0,2,0,0,5,6,0,0,0,0,18,5,3,62.5
Mariano,do DOM,"FW,MF",Sevilla,es La Liga,29,1993,9,2,244,0,0,0,14,2,14.3,0,0,14.7,0,0,0,1.2,1.2,0.09,-1.2,-1.2,37,53,69.8,554,127,19,26,73.1,10,14,71.4,5,8,62.5,0,0.1,0.1,-0.1,2,2,1,1,6,46,7,0,1,1,1,1,0,0,0,0,0,2,9,4,0,1,3,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,2,0,85,2,3,33,49,16,85,2,1,50,1,50,45,329,111,3,3,3,9,6,62,17,1,0,0,8,1,3,1,0,0,8,9,9,50
Marin Pongračić,hr CRO,DF,Lecce,it Serie A,25,1997,36,36,3219,0,0,0,13,3,23.1,0,0,13.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2,1583,1872,84.6,34979,12707,363,424,85.6,931,1012,92,272,395,68.9,0,0.4,0.6,-0.4,11,119,5,0,134,1701,166,139,0,10,1,5,0,0,0,0,5,9,32,24,3,1,1,1,2,2,2,0,0,0,0,0,43,30,22,20,1,19,25,76,6,37,26,11,51,94,130,1,2191,322,1143,1018,60,23,2191,23,15,65.2,4,17.4,1324,10044,5792,45,18,1,15,3,1324,7,10,1,1,57,22,0,0,0,0,183,59,38,60.8
Mario Dominguez,es ESP,FW,Valencia,es La Liga,19,2004,3,0,25,0,0,0,3,1,33.3,0,0,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,4,5,80,56,22,2,2,100,0,1,0,1,1,100,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,8,2,10,0,0,0,0,0,4,9,2,0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mario Gila,es ESP,DF,Lazio,it Serie A,22,2000,21,21,1809,0,0,0,8,2,25,0,0,16.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,1161,1294,89.7,21517,7790,454,483,94,545,583,93.5,135,181,74.6,0,0.5,0.8,-0.5,7,70,10,3,93,1209,81,45,4,16,8,18,0,0,0,0,4,7,14,13,0,0,1,0,0,0,0,0,0,0,0,0,32,14,23,8,1,19,34,55.9,15,27,14,13,20,52,69,0,1486,149,602,797,103,10,1486,15,9,60,4,26.7,875,4688,2725,21,26,0,11,6,1035,12,4,1,1,21,23,1,0,0,0,109,29,43,40.3
Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,31,1992,30,23,2068,5,0.13,3,13,6,46.2,0.23,0.5,14.2,0,0,0,2.9,2.9,0.26,0.1,0.1,1050,1325,79.2,15793,4244,593,672,88.2,350,439,79.7,69,124,55.6,2,3,3.8,-1,35,81,32,5,115,1259,61,23,6,4,54,10,27,9,13,0,5,33,76,61,9,1,2,3,0,6,5,0,0,1,0,0,51,34,18,25,8,28,62,45.2,34,19,3,16,14,65,10,0,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118,5,1,1,14,35,1,0,1,0,152,8,13,38.1
Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,28,1995,31,29,2557,1,0,0,17,4,23.5,0,0,15,0,0,0,1.4,1.4,0.08,-1.4,-1.4,1676,1947,86.1,29197,10370,828,879,94.2,659,737,89.4,156,260,60,1,0.8,1.1,0.2,17,162,18,6,177,1747,194,65,2,47,38,123,0,0,0,0,6,25,45,37,4,1,2,1,0,6,3,1,0,1,1,0,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0,2196,152,811,1154,251,24,2196,20,11,55,6,30,1248,5330,3028,39,32,1,21,11,1484,61,9,0,0,32,23,1,1,0,0,168,46,32,59
Mario Lemina,ga GAB,MF,Wolves,eng Premier League,29,1993,35,34,2968,5,0.12,4,48,18,37.5,0.08,0.22,16.6,0,0,0,4.6,4.6,0.1,-0.6,-0.6,1261,1470,85.8,20364,5341,654,718,91.1,485,550,88.2,92,146,63,1,1.5,1.3,-0.5,20,65,8,3,76,1432,31,21,8,12,15,9,0,0,0,0,7,9,47,42,0,0,4,1,0,5,4,0,0,0,1,0,90,58,46,33,11,25,47,53.2,22,36,9,27,41,131,64,0,1817,130,557,980,308,51,1817,46,25,54.3,19,41.3,933,4903,2281,32,31,3,33,22,1203,49,12,1,1,43,24,8,0,0,0,199,35,41,46.1
Mario Martín,es ESP,MF,Real Madrid,es La Liga,19,2004,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,80,175,42,5,5,100,6,9,66.7,0,0,0,0,0,0,0,0,1,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,3,3,4,75,1,2,1,1,0,5,0,0,25,2,9,13,4,0,25,0,0,0,0,0,12,64,18,0,0,0,2,0,15,1,0,0,0,1,1,0,0,0,0,2,0,0,0
Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,28,1995,34,23,2051,12,0.26,6,38,16,42.1,0.11,0.25,14.5,0,2,2,7.1,5.5,0.15,-1.1,-1.5,988,1145,86.3,17661,5285,419,469,89.3,464,513,90.4,90,120,75,6,4.1,3.3,1.9,31,104,24,0,129,1107,35,29,4,11,10,2,0,0,0,0,3,13,62,52,2,2,5,1,0,12,9,1,0,1,1,0,28,17,9,18,1,14,31,45.2,17,29,6,23,16,44,34,0,1350,55,298,752,310,57,1348,25,12,48,12,48,746,4254,2064,48,34,4,34,13,978,74,3,0,0,20,7,6,0,0,0,124,36,31,53.7
Marius Bülter,de GER,"DF,FW",Hoffenheim,de Bundesliga,30,1993,30,15,1351,5,0.07,1,21,6,28.6,0.05,0.17,18,0,0,0,1.4,1.4,0.07,-0.4,-0.4,500,695,71.9,8626,3041,243,275,88.4,202,274,73.7,48,104,46.2,4,3.4,4.3,0.6,21,35,22,11,60,589,106,5,2,4,73,98,3,1,0,0,0,30,49,39,1,2,4,2,1,6,6,0,0,0,0,0,18,11,9,5,4,12,23,52.2,11,17,3,14,10,28,20,0,859,33,189,350,329,49,859,48,18,37.5,21,43.8,475,2645,1295,37,31,13,24,19,548,107,3,1,1,13,17,4,0,1,0,85,24,31,43.6
